date,sales_value
2020-02-14 11:00:00,1655.9099999999996
2020-02-14 12:00:00,2080.66
2020-02-14 13:00:00,1530.759999999999
2020-02-14 14:00:00,2355.109999999998
2020-02-14 15:00:00,2078.4599999999996
2020-02-14 16:00:00,2570.78
2020-02-14 17:00:00,1807.5400000000006
2020-02-14 18:00:00,996.1700000000001
2020-02-14 19:00:00,1427.1100000000013
2020-02-14 20:00:00,1301.9100000000008
2020-02-14 21:00:00,1140.170000000001
2020-02-14 22:00:00,1554.7900000000002
2020-02-14 23:00:00,593.3200000000003
2020-02-15 00:00:00,342.12
2020-02-15 01:00:00,284.77000000000004
2020-02-15 02:00:00,177.0
2020-02-15 03:00:00,194.65000000000003
2020-02-15 04:00:00,446.57000000000016
2020-02-15 05:00:00,464.1099999999998
2020-02-15 06:00:00,1328.989999999999
2020-02-15 07:00:00,1759.1499999999996
2020-02-15 08:00:00,1336.6400000000015
2020-02-15 09:00:00,2473.069999999997
2020-02-15 10:00:00,2234.170000000002
2020-02-15 11:00:00,2179.590000000001
2020-02-15 12:00:00,2417.1500000000015
2020-02-15 13:00:00,1643.8000000000004
2020-02-15 14:00:00,1858.0499999999975
2020-02-15 15:00:00,1465.6500000000005
2020-02-15 16:00:00,1882.8900000000008
2020-02-15 17:00:00,2108.6900000000005
2020-02-15 18:00:00,1174.3699999999997
2020-02-15 19:00:00,1656.7000000000012
2020-02-15 20:00:00,1915.52
2020-02-15 21:00:00,1401.0000000000016
2020-02-15 22:00:00,656.1200000000003
2020-02-15 23:00:00,766.1700000000004
2020-02-16 00:00:00,182.10999999999993
2020-02-16 01:00:00,120.91999999999999
2020-02-16 02:00:00,193.71
2020-02-16 03:00:00,56.49000000000001
2020-02-16 04:00:00,320.9699999999999
2020-02-16 05:00:00,372.0499999999999
2020-02-16 06:00:00,1099.6499999999996
2020-02-16 07:00:00,2369.500000000002
2020-02-16 08:00:00,1073.7499999999995
2020-02-16 09:00:00,2815.039999999994
2020-02-16 10:00:00,2108.3400000000006
2020-02-16 11:00:00,3463.950000000003
2020-02-16 12:00:00,3596.019999999997
2020-02-16 13:00:00,3134.759999999999
2020-02-16 14:00:00,2275.0599999999986
2020-02-16 15:00:00,1838.3600000000001
2020-02-16 16:00:00,1868.2999999999997
2020-02-16 17:00:00,1513.5800000000006
2020-02-16 18:00:00,2376.7499999999964
2020-02-16 19:00:00,3927.7799999999993
2020-02-16 20:00:00,2242.29
2020-02-16 21:00:00,1757.6899999999991
2020-02-16 22:00:00,122.13000000000002
2020-02-16 23:00:00,37.410000000000004
2020-02-17 01:00:00,47.76
2020-02-17 02:00:00,63.02
2020-02-17 03:00:00,53.86
2020-02-17 04:00:00,644.9900000000002
2020-02-17 05:00:00,1285.27
2020-02-17 06:00:00,1168.5499999999997
2020-02-17 07:00:00,1900.2800000000013
2020-02-17 08:00:00,3315.399999999994
2020-02-17 09:00:00,3352.499999999995
2020-02-17 10:00:00,2719.939999999998
2020-02-17 11:00:00,2320.450000000001
2020-02-17 12:00:00,3361.4399999999946
2020-02-17 13:00:00,3146.5700000000015
2020-02-17 14:00:00,2441.339999999999
2020-02-17 15:00:00,1989.3000000000002
2020-02-17 16:00:00,2890.8199999999965
2020-02-17 17:00:00,1730.839999999999
2020-02-17 18:00:00,2935.6900000000005
2020-02-17 19:00:00,3193.63
2020-02-17 20:00:00,2765.9800000000014
2020-02-17 21:00:00,1541.0899999999997
2020-02-17 22:00:00,1952.690000000002
2020-02-17 23:00:00,1020.6700000000003
2020-02-18 00:00:00,573.41
2020-02-18 01:00:00,879.1799999999993
2020-02-18 02:00:00,114.85000000000001
2020-02-18 03:00:00,156.69
2020-02-18 04:00:00,694.58
2020-02-18 05:00:00,1401.1899999999998
2020-02-18 06:00:00,1982.8499999999976
2020-02-18 07:00:00,3096.5399999999995
2020-02-18 08:00:00,2288.620000000002
2020-02-18 09:00:00,2835.269999999998
2020-02-18 10:00:00,2346.359999999996
2020-02-18 11:00:00,3263.559999999998
2020-02-18 12:00:00,3244.140000000002
2020-02-18 13:00:00,2833.1799999999944
2020-02-18 14:00:00,2471.809999999995
2020-02-18 15:00:00,1464.5700000000008
2020-02-18 16:00:00,1713.6099999999988
2020-02-18 17:00:00,1436.5100000000004
2020-02-18 18:00:00,2517.1399999999944
2020-02-18 19:00:00,2598.0999999999995
2020-02-18 20:00:00,2686.9500000000007
2020-02-18 21:00:00,1893.1000000000001
2020-02-18 22:00:00,1008.7199999999999
2020-02-18 23:00:00,668.6100000000007
2020-02-19 00:00:00,722.3300000000003
2020-02-19 01:00:00,356.1199999999999
